label,text,clean_text,category
0,我去官网下了最新的XP驱动，结果声卡装好了，有声音了，接着装显卡，装完显卡，电脑就没声音了，一共装了四次，第三次才发现显卡驱动和声卡驱动冲突， 然后在官网下了前一个显卡驱动，终于搞定了，没有冲突,官网 最新 驱动 结果 声卡 装好 声音 接着 显卡 装完 显卡 声音 一共 四次 第三次 发现 显卡 驱动 声卡 驱动 冲突 然后 官网 一个 显卡 驱动 终于 搞定 冲突,PC
1,是一个朋友送给我的，如今我又在把它推荐给其他朋友。是它为我打开了一扇门，通向图画书的宫殿的门。就连我这个所谓的教育工作者也要感叹自己的无知。感谢作者告诉了我们世界上有这么多的好的图画书。我给晓晓买的图画书都是这样按图索骥买来的，本本都让她爱不释手！当然了，现在还发现了它另外一个妙用：省钱。哈哈，试想，把那里面的书都买下来要多少钱啊？嘿嘿，我不做傻瓜。就这样讲故事，也不错。,一个 朋友 送给 如今 推荐 其他 朋友 打开 一扇门 通向 图画书 宫殿 这个 所谓 教育工作者 感叹 自己 无知 感谢 作者 告诉 我们 世界 这么 图画书 给晓晓买 图画书 这样 按图索骥 买来 本本 爱不释手 当然 现在 发现 另外 一个 妙用 省钱 哈哈 试想 里面 买下来 多少 嘿嘿 傻瓜 这样 讲故事 不错,Book
0,跟住招待所没什么太大区别。 绝对不会再住第2次的酒店！,招待所 没什么 区别 绝对 不会 再住 第次,Hotel
0,"差得要命,很大股霉味,勉强住了一晚,第二天大早赶紧溜",差得 要命 很大 霉味 勉强 一晚 第二天 赶紧,Others
0,1.上了半天网，都上不去，问酒店，答曰坏了。气愤！ 2.晚上入住适逢变天，天气变冷，开了半天空调，竟然还是冷风，问酒店，答曰晚上关空调。晕！床上只有一床单被，到处找被子，无。问酒店要，半小时催了三次电话才来。还是冷，要求在加一床被子，服务员去后再也没回，打到总台，又等了半天，回复没被子了。不把顾客当人啊。 3.一晚没睡成，凌晨5点多，被不知道哪里来的低沉的轰鸣声吵醒。在房间找了半天没查出哪里来得声音，叫来服务员，（半小时催了三四次才来，人都要疯掉）。六点多服务员才来，也解决不了。就这么一夜没睡。买气受来了。 4.到总台要求当班经理来解释，换了几个人来，说了几遍，酒店不断去落实事情真相，最后才来一个自称客服经理的，说却有其事，表示道歉，做了一小时的冷板凳，一口热水没喝，口都讲干了。这就是他们的诚意。 总结：硬件老旧，服务太差。,半天 气愤 晚上 入住 适逢 变天 天气 变冷 半天 空调 竟然 还是 冷风 晚上 空调 床上 只有 床单 到处 被子 无问 半小时 三次 电话 还是 要求 一床 被子 服务员 再也 没回 打到 总台 半天 回复 被子 顾客 当人 一晚 睡成 凌晨 点多 知道 哪里 低沉 轰鸣声 吵醒 半天 查出 哪里 来得 声音 服务员 半小时 三四次 六点 服务员 解决不了 这么 一夜 没睡 买气 受来 总台 要求 当班 经理 解释 几个 来说 几遍 不断 落实 事情 真相 最后 一个 自称 客服 经理 其事 表示 道歉 小时 冷板凳 一口 热水 喝口 就是 他们 诚意 总结 硬件 老旧 服务,Hotel
1,拿回家的那天，我女儿第一时间要我给她讲完6本故事！累死我了。因为有第一套“神奇校车”，小家伙都很喜欢。但是，我个人认为，这一套没有第一套好看，人物画得和第一套有点差别，有时候故事衔接不上，感觉不是正版或不是一个时间翻译出来的版本一样。总之没有第一套好看，对于5岁的孩子来说，内容有点深了，不够第一套吸引人。但是总体来说还是很好的，也许放到大一点再读是不是不一样呢？,回家 那天 女儿 第一 时间 讲完 故事 累死 因为 第一套 神奇 校车 小家伙 喜欢 但是 个人 认为 一套 第一套 好看 人物画 第一套 有点 差别 有时候 故事 衔接 不上 感觉 不是 正版 不是 一个 时间 翻译 出来 版本 一样 总之 第一套 好看 对于 孩子 来说 内容 有点 不够 第一套 吸引 但是 总体 来说 还是 也许 放到 一点 是不是 一样,Others
0,没有比这更差的酒店了。房间灯光暗淡，空调无法调节，前台服务僵化。用早餐时，服务员居然叫我回房间把拖鞋换成皮鞋再下来，到底谁是上帝，这家酒店的老总应该马上辞职。建议大家不要住这家酒店，有被骗的感觉！,灯光 暗淡 空调 无法 调节 前台 服务 僵化 早餐 服务员 居然 拖鞋 换成 皮鞋 下来 到底 上帝 这家 老总 应该 马上 辞职 建议 大家 不要 这家 感觉,Hotel
0,语言轻松幽默，阅读起来让人心情大好，内容实用，但是不喜欢把博客回复内容以及跟读者互动的话题全部照搬上来。感觉比较杂乱。,语言 轻松 幽默 阅读 起来 心情 大好 内容 实用 但是 喜欢 博客 回复 内容 以及 读者 互动 话题 全部 照搬 上来 感觉 比较 杂乱,Book
1,acer的品质、服务都很不错，而且本品很超值。样子也算漂亮，基本性能只要不玩大游戏全能应付。,品质 服务 不错 而且 本品 超值 样子 漂亮 基本 性能 只要 不玩大 游戏 全能 应付,Others
0,不是电脑高手千万别买，没有windows系统，而且主板和bios有很多限制 导致不能顺利安装windows 我搞了一天 才勉强搞定，要不是曾经搞过一段时间计算机 还真搞不定这个机器。,不是 电脑高手 千万别 系统 而且 主板 很多 限制 导致 不能 顺利 安装 一天 勉强 搞定 要不是 曾经 一段时间 计算机 搞不定 这个 机器,PC
0,我家宝宝快两岁了，这套书对于她来说太简单了，没有吸引力，我是看了大家的评论才买的，不太理想。,我家 宝宝 两岁 套书 对于 来说 简单 吸引力 大家 评论 理想,Book
1,桐华的书貌似我都看过了，都好喜欢，而且都那么紧张，让人沉沦，每次看了都不想放下，这次也是，3本书几个晚上就看完了，都熬到12点多实在不行，早上要早起上班，只能睡觉。情节很吸引，云歌我不知道这样算不算一个好结局，但是在我看来这个结局还是挺完美的。虽然不是大团圆，至少很符合人的心理！对于刘弗陵和云歌的爱情，中间还让我哭几次，可怜的人（但无可恨）……喜欢~值得一看,桐华 貌似 看过 喜欢 而且 那么 紧张 沉沦 每次 不想 放下 这次 几个 晚上 实在 不行 早上 早起 上班 只能 睡觉 情节 吸引 云歌 知道 这样 算不算 一个 结局 但是 在我看来 这个 结局 还是 完美 虽然 不是 大团圆 至少 符合 心理 对于 刘弗陵 云歌 爱情 中间 几次 可怜 可恨 喜欢 值得一看,Book
1,我住的是特色标间，所谓特色，是有些类似家的感觉。寝具不是单调的白色，是条纹和大格子的，感觉很温馨。圈儿椅的靠垫是卡通的加菲猫头，明黄的颜色有点扎眼，和周围配在一起感觉有点不协调。 客房硬件评价3.5分。加湿器、烫衣板、电熨斗、吹风机、小冰箱等俱全。缺点：液晶电视固定在墙上，位置不好。一是遮挡了一个电源插座；二是与桌子搭配不当。桌子（与冰箱柜一体）在电视下方，如果坐在桌子旁上网或工作学习，正好挡住了电视屏幕。错开坐，正好是冰箱柜，腿脚伸不开。,特色 标间 所谓 特色 有些 类似 感觉 寝具 不是 单调 白色 条纹 格子 感觉 温馨 圈儿 靠垫 卡通 加菲猫 头明 颜色 有点 扎眼 周围 配在一起 感觉 有点 协调 客房 硬件 评价 加湿器 烫衣 电熨斗 吹风机 冰箱 俱全 缺点 液晶电视 固定 墙上 位置 不好 一是 遮挡 一个 电源插座 二是 桌子 搭配 不当 桌子 冰箱 一体 电视 下方 如果 坐在 桌子 上网 工作 学习 正好 挡住 电视屏幕 错开 正好 冰箱 腿脚 伸不开,Others
1,"我是法语初学者,学了78个课时的初级班.因为我是老年人,法语又难,我只有再从头自学巩固一遍,然后准备报中级班.我们学的教材是孙辉老师的.买本练习答案对自学和检查做习题的正确性是非常必要的.而且孙辉老师的教材在网上还有视频,对我们学习法语有很大的帮助.孙辉老师的教材编写得很好,我向学法语的朋友推荐.我想学好了上下册,再结合(走遍法国)的阅读和学习,会达到我们预期的愿望.这仅只是个人看法,",法语 初学者 课时 初级班 因为 老年人 法语 只有 从头 自学 巩固 一遍 然后 准备 中级班 我们 教材 孙辉 老师 练习 答案 自学 检查 做习题 正确性 非常 必要 而且 孙辉 老师 教材 网上 还有 视频 我们 学习 法语 很大 帮助 孙辉 老师 教材 编写 学法语 朋友 推荐 学好 上下册 结合 走遍 法国 阅读 学习 达到 我们 预期 愿望 这仅 只是 个人 看法,Book
1,"房间较小,但挺干凈,另外空调噪声较大,晚上睡觉还是有点吵. 早餐是自助餐,挺丰富! 总体感觉不错!",另外 空调 噪声 较大 晚上 睡觉 还是 有点 早餐 自助餐 丰富 总体 感觉 不错,Hotel
0,"价格还可以再往下一点(港行这个价钱可是双电+内包+xp),3芯电池有点小,1g内存有点小,最重要的是分辨率是1024*576,这个有点烦",价格 可以 再往 一点 港行 这个 价钱 可是 双电内 包芯 电池 有点 内存 有点 重要 分辨率 这个 有点烦,Others
1,这家YMCA非常好，还主动帮我们升级房间，住起又棒又舒适，地点也很方便，服务又好，号称香港物美价优第一流的YMCA，值得大家推荐。,这家 非常 主动 我们 升级 舒适 地点 方便 服务 号称 香港 物美 价优 第一流 值得 大家 推荐,Hotel
1,LED屏就是爽，基本硬件配置都很均衡，镜面考漆不错，小黑，我喜欢。,就是 基本 硬件 配置 均衡 镜面 考漆 不错 小黑 喜欢,Others
0,一翻开这本书，就让人想起韩剧里头那些不温不火絮絮叨叨的韩国女人，可能这就是文化差异吧,翻开 就让 想起 韩剧 里头 那些 不温不火 絮絮叨叨 韩国 女人 可能 就是 文化差异,Book
0,破酒店上网慢的一踏糊涂。网卡只有10M的连接速度。什么年代了。还用这么慢的交换机。会还有早餐难吃的要死。没什么东西吃的。连煎个鸡蛋都等不到。还是他们的领班在煎店。一边煎还一边在吃。水果就更没什么好吃的了。住了几次就没吃到什么水果。。,上网 一踏 糊涂 网卡 只有 连接 速度 什么 年代 这么 交换 机会 还有 早餐 难吃 要死 没什么 东西 鸡蛋 不到 还是 他们 领班 一边 一边 吃水果 没什么 好吃 几次 什么 水果,Hotel
1,希望大家也能像我一样，每家酒店都能尝试的住一下，因为每个酒店都各有特色,希望 大家 一样 每家 尝试 一下 因为 每个 各有特色,Hotel
0,本书其实没说什么，也看不出价值在哪，作者倒是牛，把西医批评的一无是处，感觉就是根本不懂科学,其实 没说 什么 看不出 价值 作者 西医 批评 一无是处 感觉 就是 根本 科学,Book
1,还不错，可以住一下，并且建议你住高一点层次的房间,不错 可以 一下 并且 建议 一点 层次,Hotel
1,时时都在阅读着这篇令人太伤感的小说，我是那样的爱狗狗，也一直希望自己能养一只狗狗，也是天天观察着自己身边一些些可爱的狗，然而爸爸妈妈却因为家里的条件一直没有聊了我的心愿，当我看到了作者简介、文章简介，实在忍不住了，强烈要求父母给我买下它。狗狗这种伙伴，是给人开心、快乐和幸福的。而当我翻完此书的最后一页时，不禁有了非一般的伤感。同时，我敬佩作者与狗狗，并买下了金毛寻回犬……,时时 阅读 这篇 令人 伤感 小说 那样 狗狗 一直 希望 自己 能养 一只 狗狗 天天 观察 自己 身边 一些 可爱 然而 爸爸妈妈 因为 家里 条件 一直 心愿 看到 作者简介 文章 简介 实在 忍不住 强烈要求 父母 买下 狗狗 这种 伙伴 开心 快乐 幸福 翻完 此书 最后 一页 不禁 一般 伤感 同时 敬佩 作者 狗狗 买下 金毛 寻回,Book
1,我不是个偏激的人，所以我喜欢都各种各样的书。韩寒 和郭敬明的书我都回会去看，郭敬明写的东西比较的煽情，有时后觉得他写的东西让人很不能接受.......不过他的确是才华出众...可是韩寒写的东西却很有深度、内涵，他的书我会用心的去读很多边都不会觉得枯燥......《他的国》我正在看，觉得在文字上，他依然保持着他的风格....不过还是很喜欢。加油！我一定会一直喜欢你的作品的，所以韩寒你要加油写书咯！,不是 偏激 所以 喜欢 各种各样 韩寒 郭敬明 回会 郭敬明 东西 比较 煽情 有时 觉得 东西 不能 接受 不过 的确 才华出众 可是 韩寒 东西 深度 内涵 我会 用心 很多 不会 觉得 枯燥 正在 觉得 文字 依然 保持 风格 不过 还是 喜欢 加油 一定 一直 喜欢 作品 所以 韩寒 加油 写书,Book
0,本想卖给朋友作为英语入门的教材，没想到效果不佳，中英文夹杂着阅读确实不太习惯，还好是买了第一册。,本想 朋友 作为 英语 入门 教材 没想到 效果 不佳 中英文 夹杂着 阅读 确实 不太 习惯 还好 第一册,Book
0,卡梅拉是之勇敢的小鸡简单而执着我喜欢哦~同事的小宝宝也很喜欢~还有我将给我男朋友听的也很投入~,梅拉 勇敢 小鸡 简单 执着 喜欢 同事 小宝宝 喜欢 还有 男朋友 投入,Others
1,酒店环境很好，商务中心很热情．免费接送机服务很好．房间设施尚可，但浴室条件稍差，没有吹风机，热水也要早７：３０时以后才有．而且总说线路繁忙不能刷卡，房费要付现金，不太理解．,环境 商务中心 热情 免费 接送 服务 设施 尚可 浴室 条件 稍差 吹风机 热水 早时 以后 而且 总说 线路 繁忙 不能 刷卡 房费 付现金 不太 理解,Hotel
1,"感觉非常奇怪,这套书我明明都写了两次评论了,可我的当当始终提醒我对这套书写评论!晕啊!这是套很好的书,也不用我写几次评论吧!",感觉 非常 奇怪 套书 明明 两次 评论 当当 始终 提醒 这套 书写 评论 不用 几次 评论,Book
0,一本教女孩子怎么追求物质的书，值得大家伙这么追捧么？在这物欲横流的社会，有精神追求的人真是越来越少了~,一本 女孩子 怎么 追求 物质 值得 大家伙 这么 追捧 物欲横流 社会 精神 追求 真是 越来越少,Book
1,买这个书实属意外，拿到书以后第一时间看完，意外地精彩。关于生活的琐碎，书里描写得是十分细微的。但并没有琐碎而使故事变得流俗，且作者笔调里的积极的那些东西十分地打动人。最喜欢邓佑真，一如她名字里的“真”字，她真是个十分讨喜的主角。画面感很好，大概是因为要电视剧化的缘故？总之，实在是太欢乐了，喝水吃东西时就不要看了……比较可惜的是，乔锐还是觉得着墨不够？小声说……,这个 实属 意外 拿到 以后 第一 时间 意外 精彩 关于 生活 琐碎 书里 描写 十分 细微 琐碎 故事 变得 流俗 作者 笔调 积极 那些 东西 十分 打动 喜欢 邓佑真 一如 名字 真字 真是 十分 讨喜 主角 画面感 大概 是因为 电视剧 缘故 总之 实在 欢乐 喝水 东西 不要 比较 可惜 乔锐 还是 觉得 着墨 不够 小声,Book
1,"我订的是高级淑女房(双床),房间还算干净整洁，服务也还可以。早餐的种类有点少，但味道还行。办理退房的速度很快。总的来说，我和同事住得比较满意。",我订 高级 淑女 房双床 干净 整洁 服务 可以 早餐 种类 有点 味道 办理 退房 速度 很快 总的来说 同事 比较满意,Hotel
0,价格太高，性价比不够好。我觉得今后还是去其他酒店比较好。,价格 高性价比 不够 觉得 今后 还是 其他 比较,Hotel
0,非常容易看，一共也没几页，《庄子》的原文就占了53页，排版又稀疏，所以轻松搞定。给我的感觉是借着庄子的名声做文章，确实浅显。庄子讲了很多故事和寓言，这种原创性难能可贵，但于丹的这本书就没什么新意了。我没有听过她的讲座，也许加上体态语会生动引人，反正光看文字，可有比她强的作品。,非常容易 一共 几页 庄子 原文 排版 稀疏 所以 轻松 搞定 感觉 借着 庄子 名声 做文章 确实 浅显 庄子 很多 故事 寓言 这种 原创性 难能可贵 但于 没什么 新意 听过 讲座 也许 加上 体态语 生动 反正 光看 文字 可有 作品,Book
1,"今年去YZ的时候就选择在新世纪大酒店~ 4星,基本印象很不错~ 靠近瘦洗湖,个园,何园,只有十分钟左右的车程,附近有银行,报纸店,饭店,蛋糕店,茶餐厅,还有超市,应该说生活很便利~是旅游住宿的不错的选择 酒店装潢的还不错,我们去的时候免费升级到了23楼的房间.房间比较大,没有烟味和油烟味,感觉很好~ 每天都有房间清理,帮我们换上新的洗梳用品. 感觉很好~ 酒店备有插座转换器,自己过去就不用带了~ 有宽带,免费的哦:)~!~",今年 时候 选择 新世纪 大酒店 基本 印象 不错 靠近 瘦洗 湖个园 何园 只有 十分钟 左右 车程 附近 银行 报纸 饭店 蛋糕店 茶餐厅 还有 超市 应该 生活 便利 旅游 住宿 不错 选择 装潢 不错 我们 时候 免费 升级 比较 烟味 油烟味 感觉 每天 清理 我们 换上 用品 感觉 备有 插座 转换器 自己 过去 不用 宽带 免费,Hotel
1,当时买这个本儿就是冲着它漂亮+电池，性能啥的小本儿也没什么追求 不过升级了2G内存+重装了vista之后感觉还是不错的 而且比较皮实，去电脑城看了其他品牌的上网本后，尽管这个当时贵一些，还是入手了,当时 这个 就是 冲着 漂亮 电池 性能 小本儿 没什么 追求 不过 升级 内存 重装 之后 感觉 还是 不错 而且 比较 皮实 电脑城 其他 品牌 上网 本后 尽管 这个 当时 一些 还是 入手,PC
1,大床房还不错，其他的没有看过。位置很好。希望菜做得更好吃,大床 不错 其他 看过 位置 希望 好吃,Others
1,1699元能拥有本本和包非常满意，装XP也比想象中顺利。外观漂亮有大厂风范，键盘舒服。,元能 拥有 本本 非常 满意 想象 顺利 外观 漂亮 大厂 风范 键盘 舒服,Others
1,速度挺快，前一天晚上订货，第二天中午就到了；送货人员态度特别好，石景山区的； 现在在用，顶多是一般，如果买的话推荐联想那款； 缺点：外壳太光滑，很很容易有划痕！键盘太难用，我上个是华硕的，没得比！,速度 挺快 前一天 晚上 订货 第二天 中午 送货 人员 态度 特别 石景山区 现在 顶多 一般 如果 的话 推荐 联想 缺点 外壳 光滑 容易 划痕 键盘 太难用 华硕 没得,Others
0,房间外声音太大，比较吵闹！直接到前台预定费用更合理。,声音 比较 吵闹 直接 前台 预定 费用 合理,Hotel
1,"看到评价及书的介绍，我自已很喜欢。我买了三本，因为书很厚，文字很多。我担心女儿不喜欢，因为她喜欢图画书。我先拿了一本回家，打算睡前给孩子讲，结果上一年级的女儿,自已看到书后，便一发不可收拾。根本不用我讲。一口气看完一本书后.才松了一口气.还问我还有没有买其他几本.为书中最后一头战象而叹息.为被象群踩断脊骨布哈依难过.现在每天睡前都让我再给她讲一遍。直到她睡着为止。",看到 评价 及书 介绍 自已 喜欢 三本 因为 文字 很多 担心 女儿 喜欢 因为 喜欢 图画书 一本 回家 打算 睡前 孩子 结果 上一年 女儿 自已 看到 书后 一发 不可收拾 根本 不用 一口气 完一 一口气 还有 其他 几本 为书中 最后 一头 战象 叹息 脊骨 布哈依 难过 现在 每天 睡前 一遍 直到 睡着 为止,Book
0,"酒店太旧,不象4星,房间隔音太差,隔壁打了一晚麻将,太吵了",太旧 不象星 隔音 隔壁 一晚 麻将 太吵,Hotel
0,卫生条件比较差，真的很差！毛巾白里透着黑，马桶和地面已经分家，一碰就要倒。没有停车场，车放在马路边不是太安全,卫生条件 比较 真的 很差 毛巾 白里 马桶 地面 已经 分家 一碰 就要 停车场 放在 马路边 不是 安全,Others
0,我共买了7本，大多书的纸质很差，很轻，像盗版，希望管理员能标明纸的质量，如果下次再发现这个问题退货。。,我共买 大多 纸质 很差 轻像 盗版 希望 管理员 标明 质量 如果 下次 发现 这个 问题 退货,Book
0,不知道是因为是翻译的书本还是其他原因感觉整本书老是围绕着相同的话题在重复,知道 是因为 翻译 书本 还是 其他 原因 感觉 整本书 老是 围绕 相同 话题 重复,Book
1,系统换XP后会更好用点。微软为什么一定要让生产商强制安装vista这种自以为很cool的大块头呢？如果能有包就更好了！,系统 换后 更好 用点 微软 为什么 一定 生产商 强制 安装 这种 以为 大块头 如果 更好,Others
0,太玄了，反而不可信。给爸妈买了有一个月了，还是全新的，完全不敢兴趣。我看那么多人追捧，一直建议他们看，可自己看了几页，也扔到了一边，浮夸-----,太玄 反而 不可 信给 爸妈 一个月 还是 全新 完全 不敢 兴趣 那么 多人 追捧 一直 建议 他们 自己 几页 一边 浮夸,Others
0,"<色,戒>是一本挂羊头卖狗肉的书,本来买回家准备过足读小说瘾,结果是一本短篇集.网上购物有缺陷,因为我们不能动手去翻要买的书,买者应该对其进行必要的,一目了然的说明,哪怕加一句?短篇集?,读者也不会对到手的书如此失望,啊.......受骗了",色戒 一本 挂羊头卖狗肉 本来 回家 准备 过足读 小说 结果 一本 短篇 网上 购物 缺陷 因为 我们 不能 动手 翻要 买者 应该 进行 必要 一目了然 说明 哪怕 一句 短篇 读者 不会 到手 如此 失望 受骗,Book
0,没有想象中的好，原来以为是一本风趣幽默的读本，可以轻松学外语。看了以后才发现内容只是一些普通的单词拼写上的错误纠正等，没意思。,想象 原来 以为 一本 风趣 幽默 读本 可以 轻松 外语 以后 发现 内容 只是 一些 普通 单词 拼写 错误 纠正 没意思,Others
